ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
217135_x_at	1	0.11606291	-1.645087	-4.49	-0.5226354		
218458_at	1	0.11607465	-1.645031	-4.49	-0.3491846	GMCL1	germ cell-less, spermatogenesis associated 1
217599_s_at	1	0.11610762	1.644872	-4.49	0.431735	MDFIC	MyoD family inhibitor domain containing
206901_at	1	0.11613613	1.644735	-4.49	0.6376608	C19orf57	chromosome 19 open reading frame 57
217848_s_at	1	0.11619841	-1.644436	-4.49	-0.2791614	PPA1	pyrophosphatase (inorganic) 1
222181_at	1	0.11622584	1.644304	-4.49	0.8034412	CNOT2	CCR4-NOT transcription complex subunit 2
213762_x_at	1	0.11632152	-1.643844	-4.49	-0.2627564	LOC101928747///RBMX///SNORD61	uncharacterized LOC101928747///RNA binding motif protein, X-linked///small nucleolar RNA, C/D box 61
220180_at	1	0.11634981	1.643709	-4.49	0.9182348	CCDC68	coiled-coil domain containing 68
206144_at	1	0.11644356	-1.643259	-4.49	-0.6366668	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
211653_x_at	1	0.11648783	-1.643046	-4.49	-0.3671148	LOC101930400///AKR1C2	aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2
213054_at	1	0.11655681	-1.642716	-4.49	-0.327697	HAUS5	HAUS augmin like complex subunit 5
203024_s_at	1	0.11661714	1.642427	-4.49	0.2578489	C5orf15	chromosome 5 open reading frame 15
214305_s_at	1	0.11663617	1.642335	-4.49	0.3420026	SF3B1	splicing factor 3b subunit 1
213872_at	1	0.11674555	1.641812	-4.49	0.3313046		
222256_s_at	1	0.11676269	-1.64173	-4.49	-0.6059811	JMJD7///JMJD7-PLA2G4B	jumonji domain containing 7///JMJD7-PLA2G4B readthrough
217450_at	1	0.11677482	-1.641672	-4.49	-0.826267	AGFG2	ArfGAP with FG repeats 2
212816_s_at	1	0.11684841	-1.64132	-4.49	-1.0604939	CBS	cystathionine-beta-synthase
204837_at	1	0.11687413	1.641197	-4.49	0.2320419	MTMR9	myotubularin related protein 9
207528_s_at	1	0.11694311	-1.640867	-4.49	-0.3674648	SLC7A11	solute carrier family 7 member 11
221397_at	1	0.1169812	1.640685	-4.49	1.1171787	TAS2R10	taste 2 receptor member 10
216955_at	1	0.11702822	1.64046	-4.49	0.5982592	TAF1	TATA-box binding protein associated factor 1
219052_at	1	0.11704216	-1.640394	-4.49	-0.2807936	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3
219700_at	1	0.11705245	-1.640345	-4.49	-0.4733637	PLXDC1	plexin domain containing 1
200086_s_at	1	0.11705245	-1.640345	-4.49	-0.2399243	COX4I1	cytochrome c oxidase subunit 4I1
214257_s_at	1	0.11707667	1.640229	-4.49	0.4033954	SEC22B	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
216483_s_at	1	0.11711223	-1.640059	-4.49	-0.2911159	MYDGF	myeloid derived growth factor
211270_x_at	1	0.11720381	1.639622	-4.49	0.1915569	PTBP1	polypyrimidine tract binding protein 1
219620_x_at	1	0.11722013	-1.639544	-4.49	-0.5686396	TOR4A	torsin family 4 member A
216602_s_at	1	0.11725868	1.63936	-4.49	1.2326715	FARSA	phenylalanyl-tRNA synthetase alpha subunit
206408_at	1	0.11728078	-1.639255	-4.49	-0.9544482	LRRTM2	leucine rich repeat transmembrane neuronal 2
216163_at	1	0.11730621	1.639134	-4.49	1.0880835		
209487_at	1	0.11731627	1.639086	-4.49	0.7726843	RBPMS	RNA binding protein with multiple splicing
220264_s_at	1	0.11734907	1.63893	-4.49	0.7863231	GPR107	G protein-coupled receptor 107
209311_at	1	0.11746169	-1.638393	-4.49	-0.5298765	BCL2L2	BCL2 like 2
214941_s_at	1	0.11746762	1.638365	-4.49	0.3701026	PRPF40A	pre-mRNA processing factor 40 homolog A
205675_at	1	0.11756831	-1.637886	-4.49	-0.8150403	MTTP	microsomal triglyceride transfer protein
216535_at	1	0.11765983	1.63745	-4.49	0.7057948	CADM3	cell adhesion molecule 3
218135_at	1	0.11772442	1.637143	-4.49	0.3641132	ERGIC2	ERGIC and golgi 2
218454_at	1	0.11773433	-1.637096	-4.49	-0.5877808	PLBD1	phospholipase B domain containing 1
222157_s_at	1	0.11786832	1.63646	-4.49	0.5078932	WDR48	WD repeat domain 48
200828_s_at	1	0.1178888	-1.636363	-4.49	-0.2575546	ZNF207	zinc finger protein 207
205223_at	1	0.11801842	-1.635748	-4.49	-0.8268468	DEPDC5	DEP domain containing 5
201811_x_at	1	0.11803059	1.63569	-4.49	0.258534	SH3BP5	SH3 domain binding protein 5
210950_s_at	1	0.11816057	1.635074	-4.49	0.3650265	FDFT1	farnesyl-diphosphate farnesyltransferase 1
203773_x_at	1	0.11825396	1.634631	-4.49	0.2638217	BLVRA	biliverdin reductase A
201589_at	1	0.11839856	1.633947	-4.49	0.3498647	SMC1A	structural maintenance of chromosomes 1A
219155_at	1	0.11848866	-1.633521	-4.49	-0.3259197	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1
212385_at	1	0.11858676	-1.633058	-4.49	-0.8685338	TCF4	transcription factor 4
205681_at	1	0.11868818	-1.632579	-4.49	-0.2647581	BCL2A1	BCL2 related protein A1
213093_at	1	0.11881067	-1.632001	-4.49	-0.2397184	PRKCA	protein kinase C alpha
217470_at	1	0.11893294	-1.631425	-4.49	-1.1323081		
212451_at	1	0.11899541	1.63113	-4.49	0.3618624	SECISBP2L	SECIS binding protein 2 like
216417_x_at	1	0.11910188	-1.630629	-4.49	-0.8911194	HOXB9	homeobox B9
216421_at	1	0.11913003	-1.630497	-4.49	-0.3926693		
218543_s_at	1	0.1191471	1.630416	-4.49	0.3827078	PARP12	poly(ADP-ribose) polymerase family member 12
211092_s_at	1	0.11915061	-1.6304	-4.49	-0.8190771	NF2	neurofibromin 2
210734_x_at	1	0.11924892	-1.629938	-4.49	-0.333067	MAX	MYC associated factor X
209206_at	1	0.11931655	1.62962	-4.49	0.3817606	LOC102724364///SEC22B	vesicle-trafficking protein SEC22b-like///SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
210602_s_at	1	0.11936844	1.629376	-4.49	0.7766679	CDH6	cadherin 6
204627_s_at	1	0.11940498	-1.629204	-4.49	-1.6995315	ITGB3	integrin subunit beta 3
202389_s_at	1	0.11941088	-1.629177	-4.49	-0.429655	HTT	huntingtin
217474_at	1	0.11941325	-1.629166	-4.49	-0.3123955	LINC01482	long intergenic non-protein coding RNA 1482
207731_at	1	0.11947832	-1.62886	-4.49	-0.8144809		
220239_at	1	0.11955362	-1.628507	-4.49	-0.4482516	KLHL7	kelch like family member 7
207574_s_at	1	0.11958475	-1.628361	-4.49	-0.2887217	GADD45B	growth arrest and DNA damage inducible beta
215938_s_at	1	0.11965173	1.628047	-4.49	0.4162247	PLA2G6	phospholipase A2 group VI
222357_at	1	0.11976316	1.627525	-4.49	0.7333659	ZBTB20	zinc finger and BTB domain containing 20
210285_x_at	1	0.11976752	-1.627504	-4.49	-0.3244002	WTAP	Wilms tumor 1 associated protein
217869_at	1	0.11992277	-1.626777	-4.49	-0.2631727	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12
46947_at	1	0.12001712	1.626336	-4.49	0.3695301	GNL3L	G protein nucleolar 3 like
215116_s_at	1	0.12016987	-1.625622	-4.49	-0.4838714	DNM1	dynamin 1
213831_at	1	0.12022123	-1.625382	-4.49	-1.2596922	LOC100509457///HLA-DQA1	HLA class II histocompatibility antigen, DQ alpha 1 chain-like///major histocompatibility complex, class II, DQ alpha 1
216823_at	1	0.12022853	-1.625348	-4.49	-0.4587816	SNORD73A///RPS3A	small nucleolar RNA, C/D box 73A///ribosomal protein S3A
202092_s_at	1	0.12029273	-1.625049	-4.49	-0.2149444	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein
207287_at	1	0.12030941	1.624971	-4.49	0.4120188	BIN3-IT1	BIN3 intronic transcript 1
209554_at	1	0.12035372	1.624764	-4.49	0.7670972	CD36	CD36 molecule
201623_s_at	1	0.12048588	1.624148	-4.49	0.309127	DARS	aspartyl-tRNA synthetase
218232_at	1	0.12049449	1.624108	-4.49	1.1761783	C1QA	complement C1q A chain
221434_s_at	1	0.1205717	1.623748	-4.49	0.26431	SLIRP	SRA stem-loop interacting RNA binding protein
220370_s_at	1	0.12058253	-1.623698	-4.49	-0.3859902	USP36	ubiquitin specific peptidase 36
221283_at	1	0.12064175	-1.623422	-4.49	-0.5097017	RUNX2	runt related transcription factor 2
208165_s_at	1	0.12064983	-1.623384	-4.49	-0.505629	PRSS16	protease, serine 16
220904_at	1	0.12078415	1.622759	-4.49	1.0222893	LINC00574	long intergenic non-protein coding RNA 574
215585_at	1	0.12080793	1.622649	-4.49	0.8913515		
204626_s_at	1	0.12083755	-1.622511	-4.49	-0.6554399	ITGB3	integrin subunit beta 3
203809_s_at	1	0.12086363	1.62239	-4.49	0.3600031	AKT2	AKT serine/threonine kinase 2
211692_s_at	1	0.12092909	1.622086	-4.49	0.5746031	MIR3190///MIR3191///BBC3	microRNA 3190///microRNA 3191///BCL2 binding component 3
204139_x_at	1	0.12096349	1.621926	-4.49	0.7066164	MZF1	myeloid zinc finger 1
204441_s_at	1	0.12097095	1.621891	-4.49	0.6612608	POLA2	DNA polymerase alpha 2, accessory subunit
220590_at	1	0.12097144	1.621889	-4.49	0.9420671	ITFG2	integrin alpha FG-GAP repeat containing 2
217201_at	1	0.12097914	-1.621853	-4.49	-0.7841955	RASAL2	RAS protein activator like 2
201600_at	1	0.12104479	-1.621548	-4.49	-0.2868216	PHB2	prohibitin 2
201279_s_at	1	0.12104648	-1.621541	-4.49	-1.2564457	LOC101926921///DAB2	uncharacterized LOC101926921///DAB2, clathrin adaptor protein
207543_s_at	1	0.12109976	-1.621293	-4.49	-0.3234789	P4HA1	prolyl 4-hydroxylase subunit alpha 1
206601_s_at	1	0.12120918	-1.620786	-4.49	-0.7597335	LOC401021///HOXD4///HOXD3	uncharacterized LOC401021///homeobox D4///homeobox D3
213582_at	1	0.12121307	1.620768	-4.49	0.5458168	ATP11A	ATPase phospholipid transporting 11A
218395_at	1	0.12122368	1.620719	-4.49	0.3042529	ACTR6	ARP6 actin-related protein 6 homolog
216089_at	1	0.12124493	1.62062	-4.49	0.7619651		
217846_at	1	0.12127053	-1.620501	-4.49	-0.3391902	MIR6890///QARS	microRNA 6890///glutaminyl-tRNA synthetase
217313_at	1	0.12129835	-1.620372	-4.49	-0.277918		
219385_at	1	0.12137279	-1.620028	-4.49	-0.5067957	SLAMF8	SLAM family member 8
216720_at	1	0.12139665	-1.619917	-4.49	-0.4959481	CYP2U1	cytochrome P450 family 2 subfamily U member 1
202535_at	1	0.1215566	1.619177	-4.49	0.57945	FADD	Fas associated via death domain
206553_at	1	0.12174705	1.618296	-4.49	0.3313299	OAS2	2'-5'-oligoadenylate synthetase 2
211145_x_at	1	0.1217483	1.618291	-4.49	0.5057294	IFNA21	interferon alpha 21
201616_s_at	1	0.12181773	-1.61797	-4.49	-0.9711974	CALD1	caldesmon 1
217982_s_at	1	0.12182673	-1.617928	-4.49	-0.1862024	MORF4L1	mortality factor 4 like 1
213102_at	1	0.12184544	1.617842	-4.49	0.3612797	ACTR3	ARP3 actin related protein 3 homolog
206917_at	1	0.1218559	-1.617794	-4.49	-0.3371725	GNA13	G protein subunit alpha 13
201531_at	1	0.1219283	-1.61746	-4.49	-0.5496003	ZFP36	ZFP36 ring finger protein
201505_at	1	0.12202385	-1.617019	-4.49	-1.2138329	LAMB1	laminin subunit beta 1
200678_x_at	1	0.12202871	-1.616997	-4.49	-0.3641297	GRN	granulin
217105_at	1	0.12224596	-1.615996	-4.49	-1.2667216		
217832_at	1	0.12227189	1.615876	-4.49	0.2375804	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
221959_at	1	0.12227865	-1.615845	-4.49	-0.5577922	FAM110B	family with sequence similarity 110 member B
220263_at	1	0.12239376	-1.615316	-4.49	-0.6630668	SMAD5-AS1	SMAD5 antisense RNA 1
206838_at	1	0.12239459	-1.615312	-4.49	-0.8202553	TBX19	T-box 19
209178_at	1	0.12242927	1.615152	-4.49	0.4948696	DHX38	DEAH-box helicase 38
211750_x_at	1	0.12254385	1.614626	-4.49	0.2242528	TUBA1C	tubulin alpha 1c
211116_at	1	0.12272236	-1.613806	-4.49	-1.0082451	SLC9A2	solute carrier family 9 member A2
210270_at	1	0.12274131	-1.613719	-4.49	-0.5842366	RGS6	regulator of G-protein signaling 6
212826_s_at	1	0.12277573	-1.613561	-4.49	-0.3742421	SLC25A6	solute carrier family 25 member 6
220139_at	1	0.12283306	1.613299	-4.49	0.8557461	DNMT3L	DNA methyltransferase 3 like
220498_at	1	0.12284294	-1.613253	-4.49	-0.4889439	ACTL7B	actin like 7B
219346_at	1	0.12286721	1.613142	-4.49	0.3550423	LRFN3	leucine rich repeat and fibronectin type III domain containing 3
207576_x_at	1	0.12288084	-1.613079	-4.49	-0.5751632	OXT	oxytocin/neurophysin I prepropeptide
200050_at	1	0.12299829	1.612541	-4.49	0.2981148	ZNF146	zinc finger protein 146
206334_at	1	0.12301436	-1.612468	-4.49	-0.7094932	LIPF	lipase F, gastric type
211758_x_at	1	0.12303626	1.612367	-4.49	0.3512065	TXNDC9	thioredoxin domain containing 9
211438_at	1	0.1230618	1.612251	-4.49	1.0472926	TRHR	thyrotropin releasing hormone receptor
206267_s_at	1	0.12307123	-1.612207	-4.49	-0.4865547	MATK	megakaryocyte-associated tyrosine kinase
203917_at	1	0.12314477	1.611871	-4.49	0.5184163	CXADR	coxsackie virus and adenovirus receptor
201826_s_at	1	0.1231648	1.611779	-4.49	0.4914435	SCCPDH	saccharopine dehydrogenase (putative)
209104_s_at	1	0.12317444	-1.611735	-4.49	-0.2587457	NHP2	NHP2 ribonucleoprotein
204543_at	1	0.1231757	-1.611729	-4.49	-0.8818179	RAPGEF1	Rap guanine nucleotide exchange factor 1
210193_at	1	0.12320757	-1.611584	-4.49	-0.4767862	MOBP	myelin-associated oligodendrocyte basic protein
47571_at	1	0.12335344	1.610917	-4.49	0.3052758	ZNF236	zinc finger protein 236
209004_s_at	1	0.12358659	-1.609852	-4.49	-0.193611	FBXL5	F-box and leucine rich repeat protein 5
212555_at	1	0.12360481	1.609769	-4.49	0.7189808	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta
220306_at	1	0.12362475	-1.609678	-4.49	-0.2966998	FAM46C	family with sequence similarity 46 member C
208536_s_at	1	0.12362886	1.60966	-4.49	1.2132273	BCL2L11	BCL2 like 11
203769_s_at	1	0.12366743	1.609484	-4.49	0.4783749	STS	steroid sulfatase (microsomal), isozyme S
208307_at	1	0.12384827	1.60866	-4.49	0.7393745	RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1F///RBMY1A1	RNA binding motif protein, Y-linked, family 1, member J///RNA binding motif protein, Y-linked, family 1, member E///RNA binding motif protein, Y-linked, family 1, member D///RNA binding motif protein, Y-linked, family 1, member B///RNA binding motif protein, Y-linked, family 1, member F///RNA binding motif protein, Y-linked, family 1, member A1
214404_x_at	1	0.12387488	-1.608539	-4.49	-0.6363058	SPDEF	SAM pointed domain containing ETS transcription factor
209738_x_at	1	0.12388948	-1.608472	-4.49	-0.4049319	PSG6	pregnancy specific beta-1-glycoprotein 6
210763_x_at	1	0.1239135	1.608363	-4.49	1.0844354	NCR3	natural cytotoxicity triggering receptor 3
204898_at	1	0.12394668	-1.608212	-4.49	-0.8463172	SAP30	Sin3A associated protein 30
36612_at	1	0.12396016	1.608151	-4.49	0.385637	FAM168A	family with sequence similarity 168 member A
218054_s_at	1	0.12397369	1.608089	-4.49	0.3759312	KXD1	KxDL motif containing 1
217747_s_at	1	0.12411769	-1.607434	-4.49	-0.2196321	RPS9	ribosomal protein S9
206625_at	1	0.12413672	-1.607348	-4.49	-0.5150853	PRPH2	peripherin 2
212014_x_at	1	0.12437874	-1.606249	-4.5	-0.4712884	CD44	CD44 molecule (Indian blood group)
202276_at	1	0.12442484	1.60604	-4.5	0.3867764	SHFM1	split hand/foot malformation (ectrodactyly) type 1
AFFX-r2-Bs-thr-3_s_at	1	0.12443479	-1.605995	-4.5	-0.8738839		
220832_at	1	0.12447495	-1.605812	-4.5	-0.6283682	TLR8	toll like receptor 8
207567_at	1	0.1244827	1.605777	-4.5	0.572282	SLC13A2	solute carrier family 13 member 2
209480_at	1	0.12451901	-1.605613	-4.5	-1.456003	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1
216348_at	1	0.124603	-1.605232	-4.5	-0.3223367		
221637_s_at	1	0.12461547	1.605176	-4.5	0.3993464	C11orf98///LBHD1	chromosome 11 open reading frame 98///LBH domain containing 1
214480_at	1	0.12479935	-1.604343	-4.5	-0.7869536	ETV3	ETS variant 3
201202_at	1	0.12480822	1.604303	-4.5	0.2523224	PCNA	proliferating cell nuclear antigen
208924_at	1	0.12480967	-1.604297	-4.5	-0.2593972	RNF11	ring finger protein 11
205221_at	1	0.12483662	-1.604175	-4.5	-1.0934545	HGD	homogentisate 1,2-dioxygenase
222292_at	1	0.12483695	-1.604173	-4.5	-0.7385728	CD40	CD40 molecule
218807_at	1	0.1249473	-1.603674	-4.5	-0.3051818	VAV3	vav guanine nucleotide exchange factor 3
203453_at	1	0.12503629	-1.603272	-4.5	-0.6841982	SCNN1A	sodium channel epithelial 1 alpha subunit
209039_x_at	1	0.12532764	1.601957	-4.5	0.2581895	EHD1	EH domain containing 1
200037_s_at	1	0.12560394	1.600713	-4.5	0.2575936	CBX3	chromobox 3
201360_at	1	0.12566718	-1.600429	-4.5	-0.8087228	CST3	cystatin C
216951_at	1	0.12579912	1.599835	-4.5	1.0831264	FCGR1A	Fc fragment of IgG receptor Ia
211751_at	1	0.12583495	-1.599674	-4.5	-1.1053852	LOC101930416///LOC101929792///LOC100996724///LOC653513///PDE4DIP	myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
222196_at	1	0.12584407	1.599633	-4.5	1.4762198	LOC389906	zinc finger protein 839 pseudogene
213770_at	1	0.1259374	-1.599214	-4.5	-0.7767371	KSR1	kinase suppressor of ras 1
211122_s_at	1	0.12598715	1.598991	-4.5	0.9796415	CXCL11	C-X-C motif chemokine ligand 11
219974_x_at	1	0.12605504	1.598686	-4.5	0.2383993	ECHDC1	ethylmalonyl-CoA decarboxylase 1
208115_x_at	1	0.12614308	-1.598291	-4.5	-0.3824261	EDRF1	erythroid differentiation regulatory factor 1
205128_x_at	1	0.12617656	-1.598141	-4.5	-0.704392	PTGS1	prostaglandin-endoperoxide synthase 1
201231_s_at	1	0.12623113	1.597897	-4.5	0.2232106	ENO1	enolase 1
221478_at	1	0.12633473	-1.597433	-4.5	-0.2358711	BNIP3L	BCL2 interacting protein 3 like
216608_at	1	0.12640208	-1.597131	-4.5	-0.8826	DKFZP434A062	uncharacterized LOC26102
35156_at	1	0.12654367	-1.596498	-4.5	-0.2849952	R3HCC1	R3H domain and coiled-coil containing 1
217806_s_at	1	0.12674565	1.595595	-4.5	0.1867284	POLDIP2	DNA polymerase delta interacting protein 2
222217_s_at	1	0.12674678	-1.59559	-4.5	-0.3185322	SLC27A3	solute carrier family 27 member 3
217061_s_at	1	0.12675105	1.595571	-4.5	0.5302938	ETV1	ETS variant 1
213531_s_at	1	0.126766	1.595504	-4.5	0.2708936	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
203275_at	1	0.12678073	1.595439	-4.5	0.2835566	IRF2	interferon regulatory factor 2
201767_s_at	1	0.12682626	1.595235	-4.5	0.3232725	ELAC2	elaC ribonuclease Z 2
217684_at	1	0.12685436	1.59511	-4.5	0.8717154	TYMS	thymidylate synthetase
211892_s_at	1	0.12709484	-1.594038	-4.5	-0.3343988	PTGIS	prostaglandin I2 (prostacyclin) synthase
218294_s_at	1	0.12710059	1.594012	-4.5	0.2626931	NUP50	nucleoporin 50
219070_s_at	1	0.12717158	-1.593696	-4.5	-0.375367	MOSPD3	motile sperm domain containing 3
221357_at	1	0.12718726	-1.593626	-4.5	-0.6051709	CHRM4	cholinergic receptor muscarinic 4
201286_at	1	0.12722571	-1.593455	-4.5	-0.8261688	SDC1	syndecan 1
220713_at	1	0.12753925	-1.59206	-4.5	-0.490529	DENND6B	DENN domain containing 6B
205747_at	1	0.1275605	1.591966	-4.5	0.7965879	CBLN1	cerebellin 1 precursor
219248_at	1	0.12760592	1.591764	-4.5	0.3000064	THUMPD2	THUMP domain containing 2
209800_at	1	0.12767087	-1.591476	-4.5	-1.0889272	KRT16	keratin 16
212354_at	1	0.12771063	-1.5913	-4.5	-0.8056406	SULF1	sulfatase 1
214546_s_at	1	0.12775558	1.5911	-4.5	1.0672212	PPAN-P2RY11///P2RY11	PPAN-P2RY11 readthrough///purinergic receptor P2Y11
204649_at	1	0.12776806	-1.591045	-4.5	-0.5903801	TROAP	trophinin associated protein
212956_at	1	0.12779478	-1.590926	-4.5	-1.0105272	TBC1D9	TBC1 domain family member 9
202421_at	1	0.12781709	-1.590827	-4.5	-0.4909899	IGSF3	immunoglobulin superfamily member 3
214617_at	1	0.12786005	1.590637	-4.5	0.4779478	PRF1	perforin 1
216394_x_at	1	0.12787553	1.590568	-4.5	0.5752054		
216132_at	1	0.12788197	-1.59054	-4.5	-1.0139963		
215562_at	1	0.12818424	-1.589201	-4.5	-0.7165377	TTC39A	tetratricopeptide repeat domain 39A
208154_at	1	0.12821671	-1.589058	-4.5	-0.7360216		
211966_at	1	0.1282518	-1.588903	-4.5	-0.8428895	COL4A2	collagen type IV alpha 2 chain
214264_s_at	1	0.12830761	1.588656	-4.5	0.4848287	EFCAB11	EF-hand calcium binding domain 11
210473_s_at	1	0.12842617	-1.588132	-4.5	-0.8790693	ADGRA3	adhesion G protein-coupled receptor A3
205266_at	1	0.12847392	-1.587921	-4.5	-0.5873097	LIF	leukemia inhibitory factor
211395_x_at	1	0.12848767	-1.58786	-4.5	-0.6011804	FCGR2C	Fc fragment of IgG receptor IIc (gene/pseudogene)
219860_at	1	0.12852636	-1.58769	-4.5	-0.2799617	LY6G5C	lymphocyte antigen 6 complex, locus G5C
209495_at	1	0.12854999	-1.587585	-4.5	-0.3563473	CEP250	centrosomal protein 250
205075_at	1	0.12856025	-1.58754	-4.5	-0.4533982	SERPINF2	serpin family F member 2
213598_at	1	0.12864762	1.587155	-4.5	0.2304763		
221847_at	1	0.12867145	-1.587049	-4.5	-0.2329766	SMIM10L1	small integral membrane protein 10 like 1
215103_at	1	0.1287395	-1.58675	-4.5	-1.3643132	CYP2C18	cytochrome P450 family 2 subfamily C member 18
202761_s_at	1	0.12893306	1.585897	-4.5	0.2984118	SYNE2	spectrin repeat containing nuclear envelope protein 2
219545_at	1	0.12893628	-1.585883	-4.5	-0.3345399	NDUFC2-KCTD14///KCTD14	NDUFC2-KCTD14 readthrough///potassium channel tetramerization domain containing 14
203989_x_at	1	0.12894516	-1.585844	-4.5	-0.5012336	F2R	coagulation factor II thrombin receptor
206830_at	1	0.12897247	-1.585723	-4.5	-0.5316309	SLC4A10	solute carrier family 4 member 10
205555_s_at	1	0.1289733	-1.58572	-4.5	-0.919009	MSX2	msh homeobox 2
217276_x_at	1	0.12898271	-1.585678	-4.5	-0.6905399	SERHL2	serine hydrolase-like 2
201063_at	1	0.12899667	1.585617	-4.5	0.3590927	RCN1	reticulocalbin 1
219430_at	1	0.12936034	-1.584019	-4.5	-0.7965728	GPR137	G protein-coupled receptor 137
212040_at	1	0.12936078	-1.584017	-4.5	-0.2148677	TGOLN2	trans-golgi network protein 2
217874_at	1	0.12937339	1.583961	-4.5	0.2223253	SUCLG1	succinate-CoA ligase alpha subunit
